cell_type;file_name;x;y;row_index
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;38;2;23
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;38;3;24
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;38;4;25
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;39;1;26
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;39;2;27
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;39;3;28
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;39;4;29
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;40;1;30
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;40;2;31
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;40;4;32
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;41;1;33
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;41;2;34
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;41;3;35
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;41;4;36
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;41;5;37
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;42;1;38
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;42;2;39
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;42;3;40
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;42;4;41
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;42;5;42
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;43;1;43
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;43;2;44
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;43;3;45
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;43;4;46
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;43;5;47
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;43;22;48
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;44;2;49
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;44;4;50
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;44;5;51
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;44;6;52
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;44;21;53
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;44;22;54
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;45;1;55
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;45;2;56
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;45;3;57
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;45;4;58
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;45;6;59
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;45;20;60
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;45;21;61
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;45;22;62
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;46;1;63
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;46;3;64
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;46;4;65
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;46;5;66
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;46;6;67
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;46;7;68
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;46;19;69
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;46;20;70
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;46;22;71
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;47;1;72
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;47;2;73
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;47;3;74
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;47;4;75
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;47;5;76
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;47;6;77
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;47;7;78
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;47;19;79
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;47;20;80
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;47;21;81
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;47;22;82
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;48;1;83
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;48;2;84
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;48;3;85
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;48;4;86
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;48;5;87
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;48;6;88
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;48;7;89
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;48;8;90
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;48;9;91
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;48;10;92
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;48;11;93
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;48;12;94
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;48;13;95
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;48;14;96
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;48;15;97
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;48;18;98
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;48;19;99
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;48;20;100
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;48;21;101
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;48;22;102
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;49;1;103
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;49;2;104
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;49;3;105
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;49;5;106
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;49;6;107
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;49;7;108
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;49;8;109
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;49;9;110
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;49;10;111
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;49;11;112
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;49;12;113
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;49;13;114
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;49;14;115
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;49;15;116
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;49;17;117
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;49;18;118
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;49;19;119
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;49;20;120
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;49;21;121
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;49;22;122
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;50;1;123
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;50;2;124
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;50;4;125
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;50;5;126
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;50;6;127
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;50;7;128
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;50;8;129
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;50;9;130
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;50;10;131
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;50;12;132
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;50;13;133
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;50;14;134
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;50;16;135
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;50;17;136
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;50;18;137
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;50;19;138
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;50;20;139
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;50;21;140
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;50;22;141
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;51;1;142
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;51;2;143
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;51;3;144
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;51;4;145
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;51;5;146
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;51;6;147
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;51;7;148
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;51;8;149
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;51;10;150
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;51;11;151
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;51;12;152
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;51;13;153
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;51;14;154
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;51;16;155
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;51;18;156
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;51;19;157
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;51;20;158
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;51;21;159
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;51;22;160
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;52;1;161
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;52;2;162
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;52;3;163
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;52;4;164
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;52;5;165
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;52;6;166
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;52;8;167
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;52;9;168
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;52;11;169
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;52;12;170
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;52;13;171
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;52;14;172
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;52;15;173
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;52;16;174
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;52;17;175
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;52;18;176
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;52;19;177
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;52;20;178
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;52;21;179
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;52;22;180
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;53;1;181
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;53;4;182
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;53;5;183
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;53;6;184
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;53;7;185
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;53;9;186
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;53;10;187
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;53;12;188
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;53;13;189
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;53;14;190
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;53;15;191
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;53;16;192
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;53;17;193
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;53;18;194
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;53;19;195
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;53;20;196
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;53;21;197
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;53;22;198
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;54;1;199
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;54;2;200
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;54;3;201
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;54;4;202
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;54;5;203
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;54;6;204
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;54;7;205
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;54;8;206
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;54;9;207
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;54;11;208
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;54;12;209
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;54;13;210
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;54;14;211
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;54;15;212
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;54;16;213
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;54;17;214
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;54;18;215
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;54;19;216
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;54;20;217
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;54;21;218
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;54;22;219
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;55;1;220
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;55;2;221
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;55;3;222
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;55;5;223
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;55;6;224
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;55;7;225
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;55;8;226
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;55;9;227
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;55;10;228
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;55;11;229
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;55;12;230
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;55;13;231
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;55;14;232
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;55;15;233
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;55;16;234
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;55;17;235
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;55;18;236
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;55;19;237
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;55;21;238
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;55;22;239
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;56;1;240
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;56;2;241
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;56;3;242
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;56;4;243
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;56;5;244
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;56;6;245
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;56;7;246
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;56;8;247
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;56;9;248
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;56;10;249
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;56;11;250
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;56;12;251
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;56;13;252
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;56;14;253
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;56;15;254
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;56;16;255
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;56;17;256
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;56;18;257
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;56;19;258
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;56;20;259
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;56;21;260
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;56;22;261
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;57;1;262
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;57;2;263
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;57;3;264
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;57;4;265
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;57;5;266
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;57;6;267
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;57;8;268
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;57;9;269
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;57;10;270
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;57;11;271
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;57;12;272
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;57;14;273
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;57;15;274
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;57;16;275
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;57;17;276
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;57;18;277
Oligo_Positivo;Oligo_11_12_13_14_pos_20151211_IMS95_2_pos.imzML;57;20;278
